,Company Name,Rating,Reviews,Salaries,Interviews,Jobs
198,DCB Bank,3.9,2.6k Reviews,8.6k Salaries,https://www.ambitionbox.com/interviews/dcb-bank-interviews,26 Jobs
199,Hindustan Coca Cola Beverages,4.3,2.6k Reviews,6.9k Salaries,https://www.ambitionbox.com/interviews/hindustan-coca-cola-beverages-interviews,59 Jobs
200,Indian Air Force,4.7,2.6k Reviews,5k Salaries,https://www.ambitionbox.com/interviews/indian-air-force-interviews,-- Jobs
201,Vishal Mega Mart,3.8,2.6k Reviews,6.4k Salaries,https://www.ambitionbox.com/interviews/vishal-mega-mart-interviews,5 Jobs
202,Barclays,4.0,2.6k Reviews,23.2k Salaries,https://www.ambitionbox.com/interviews/barclays-interviews,-- Jobs
203,Berger Paints,3.8,2.6k Reviews,8.1k Salaries,https://www.ambitionbox.com/interviews/berger-paints-interviews,37 Jobs
204,Marpu Foundation,4.9,2.6k Reviews,17 Salaries,https://www.ambitionbox.com/interviews/marpu-foundation-interviews,-- Jobs
205,Glenmark Pharmaceuticals,4.0,2.6k Reviews,11.2k Salaries,https://www.ambitionbox.com/interviews/glenmark-pharmaceuticals-interviews,44 Jobs
206,Ipca Laboratories,4.0,2.5k Reviews,10.7k Salaries,https://www.ambitionbox.com/interviews/ipca-laboratories-interviews,45 Jobs
207,Jindal Steel and Power,4.0,2.5k Reviews,12.5k Salaries,https://www.ambitionbox.com/interviews/jindal-steel-and-power-interviews,18 Jobs
208,Bank of America,4.4,2.5k Reviews,24.5k Salaries,https://www.ambitionbox.com/interviews/bank-of-america-interviews,-- Jobs
209,Maersk,4.3,2.5k Reviews,16.3k Salaries,https://www.ambitionbox.com/interviews/maersk-global-service-centres-interviews,24 Jobs
210,DTDC Express,3.8,2.5k Reviews,7.8k Salaries,https://www.ambitionbox.com/interviews/dtdc-express-limited-interviews,38 Jobs
211,24/7 Customer,3.6,2.5k Reviews,13k Salaries,https://www.ambitionbox.com/interviews/24-or-7-customer-interviews,22 Jobs
212,Aarti Industries,4.2,2.5k Reviews,12.6k Salaries,https://www.ambitionbox.com/interviews/aarti-industries-ltd-dot-interviews,41 Jobs
213,ABB Group,4.1,2.5k Reviews,15.3k Salaries,https://www.ambitionbox.com/interviews/abb-group-interviews,3 Jobs
214,Honda Motorcycle & Scooter,4.2,2.5k Reviews,10.6k Salaries,https://www.ambitionbox.com/interviews/honda-motorcycle-and-scooter-interviews,1 Jobs
215,Wipro Infotech,4.0,2.5k Reviews,16.9k Salaries,https://www.ambitionbox.com/interviews/wipro-infotech-interviews,-- Jobs
216,Carelon Global Solutions,4.0,2.5k Reviews,22.5k Salaries,https://www.ambitionbox.com/interviews/carelon-global-solutions-interviews,45 Jobs
217,Johnson Controls,3.7,2.5k Reviews,14.2k Salaries,https://www.ambitionbox.com/interviews/johnson-controls-interviews,42 Jobs
218,HDFC Ergo General Insurance,4.1,2.5k Reviews,9.9k Salaries,https://www.ambitionbox.com/interviews/hdfc-ergo-general-insurance-company-interviews,-- Jobs
219,NatWest Group,4.0,2.5k Reviews,20.3k Salaries,https://www.ambitionbox.com/interviews/natwest-group-interviews,6 Jobs
220,PolicyBazaar,3.5,2.5k Reviews,12.6k Salaries,https://www.ambitionbox.com/interviews/policybazaar-interviews,57 Jobs
221,CMS IT Services,3.2,2.5k Reviews,10.5k Salaries,https://www.ambitionbox.com/interviews/cms-it-services-interviews,10 Jobs
222,Cogent E Services,3.4,2.5k Reviews,8.2k Salaries,https://www.ambitionbox.com/interviews/cogent-e-services-interviews,2 Jobs
223,MRF Tyres,3.8,2.5k Reviews,10.9k Salaries,https://www.ambitionbox.com/interviews/mrf-tyres-interviews,12 Jobs
224,RBL Bank,3.8,2.5k Reviews,15.5k Salaries,https://www.ambitionbox.com/interviews/rbl-bank-interviews,35 Jobs
225,Reliance Nippon Life Insurance,3.9,2.4k Reviews,7.9k Salaries,https://www.ambitionbox.com/interviews/reliance-life-insurance-interviews,3 Jobs
226,Paras Hospital,4.6,2.5k Reviews,2.6k Salaries,https://www.ambitionbox.com/interviews/paras-hospital-interviews,35 Jobs
227,Reliance Digital,4.2,2.4k Reviews,7.1k Salaries,https://www.ambitionbox.com/interviews/reliance-digital-interviews,-- Jobs
228,PNB MetLife,3.5,2.4k Reviews,8k Salaries,https://www.ambitionbox.com/interviews/pnb-metlife-india-insurance-company-interviews,729 Jobs
229,Jubilant Foods Works,3.9,2.4k Reviews,7.4k Salaries,https://www.ambitionbox.com/interviews/jubilant-foods-works-interviews,25 Jobs
230,Escorts Kubota Limited,4.1,2.4k Reviews,10.4k Salaries,https://www.ambitionbox.com/interviews/escorts-kubota-limited-interviews,-- Jobs
231,GeBBS Healthcare Solutions,3.7,2.4k Reviews,10.4k Salaries,https://www.ambitionbox.com/interviews/gebbs-healthcare-solutions-interviews,31 Jobs
232,Wipro Consumer Care & Lighting,3.9,2.4k Reviews,2.9k Salaries,https://www.ambitionbox.com/interviews/wipro-lighting-interviews,13 Jobs
233,Ceat Tyres,4.1,2.4k Reviews,11.3k Salaries,https://www.ambitionbox.com/interviews/ceat-tyres-interviews,10 Jobs
234,Kotak Mahindara Life Insurance,3.9,2.4k Reviews,11k Salaries,https://www.ambitionbox.com/interviews/kotak-mahindara-life-insurance-interviews,170 Jobs
235,Dabur,3.9,2.4k Reviews,7.5k Salaries,https://www.ambitionbox.com/interviews/dabur-interviews,19 Jobs
236,Axis Direct,3.9,2.4k Reviews,6.2k Salaries,https://www.ambitionbox.com/interviews/axis-direct-interviews,27 Jobs
237,JK Cement,4.2,2.4k Reviews,7.9k Salaries,https://www.ambitionbox.com/interviews/jk-cement-interviews,-- Jobs
238,Conduent,3.6,2.4k Reviews,18.7k Salaries,https://www.ambitionbox.com/interviews/conduent-interviews,96 Jobs
239,InterGlobe Aviation,3.6,2.4k Reviews,11.7k Salaries,https://www.ambitionbox.com/interviews/indigo-interviews,48 Jobs
240,Synechron,3.7,2.4k Reviews,24.2k Salaries,https://www.ambitionbox.com/interviews/synechron-interviews,45 Jobs
241,Shoppers Stop,4.1,2.3k Reviews,7k Salaries,https://www.ambitionbox.com/interviews/shoppers-stop-interviews,1 Jobs
242,Birlasoft,3.8,2.3k Reviews,27.1k Salaries,https://www.ambitionbox.com/interviews/birlasoft-interviews,336 Jobs
243,ACC,4.0,2.3k Reviews,9.3k Salaries,https://www.ambitionbox.com/interviews/acc-interviews,-- Jobs
244,Lenskart,3.3,2.3k Reviews,9.2k Salaries,https://www.ambitionbox.com/interviews/lenskart-interviews,106 Jobs
245,HARMAN,3.8,2.3k Reviews,23.7k Salaries,https://www.ambitionbox.com/interviews/harman-interviews,9 Jobs
246,ArcelorMittal Nippon Steel,4.1,2.3k Reviews,9.1k Salaries,https://www.ambitionbox.com/interviews/arcelormittal-nippon-steel-interviews,4 Jobs
247,Reliance SMSL,4.0,2.3k Reviews,5.8k Salaries,https://www.ambitionbox.com/interviews/reliance-smsl-interviews,-- Jobs
248,GATI-KWE,4.0,2.3k Reviews,5.8k Salaries,https://www.ambitionbox.com/interviews/gati-kwe-interviews,8 Jobs
249,Indiabulls Home Loans,3.9,2.3k Reviews,9.1k Salaries,https://www.ambitionbox.com/interviews/indiabulls-home-loans-interviews,2 Jobs
250,KPIT Technologies,3.6,2.3k Reviews,19.7k Salaries,https://www.ambitionbox.com/interviews/kpit-technologies-interviews,53 Jobs
251,PepsiCo,4.2,2.3k Reviews,9.4k Salaries,https://www.ambitionbox.com/interviews/pepsico-interviews,207 Jobs
252,UPL,4.2,2.3k Reviews,10k Salaries,https://www.ambitionbox.com/interviews/upl-limited-interviews,53 Jobs
253,S&P Global,4.2,2.3k Reviews,17.2k Salaries,https://www.ambitionbox.com/interviews/s-and-p-global-interviews,19 Jobs
254,Torrent Pharmaceuticals,4.0,2.3k Reviews,10k Salaries,https://www.ambitionbox.com/interviews/torrent-pharmaceuticals-interviews,14 Jobs
255,Dilip Buildcon,4.1,2.2k Reviews,7.7k Salaries,https://www.ambitionbox.com/interviews/dilip-buildcon-interviews,11 Jobs
256,RSPL Group,4.2,2.3k Reviews,8.3k Salaries,https://www.ambitionbox.com/interviews/rspl-group-interviews,26 Jobs
257,Tech Mahindra Business Services,3.5,2.2k Reviews,12k Salaries,https://www.ambitionbox.com/interviews/tech-mahindra-business-services-interviews,1 Jobs
258,Square Yards,3.9,2.2k Reviews,7.6k Salaries,https://www.ambitionbox.com/interviews/square-yards-interviews,583 Jobs
259,Titan Company,4.4,2.2k Reviews,7.8k Salaries,https://www.ambitionbox.com/interviews/titan-company-interviews,14 Jobs
260,Wipro Enterprises Ltd,3.9,2.2k Reviews,6.2k Salaries,https://www.ambitionbox.com/interviews/wipro-enterprises-ltd-interviews,-- Jobs
261,TVS Credit,4.5,2.2k Reviews,5.9k Salaries,https://www.ambitionbox.com/interviews/tvs-credit-interviews,16 Jobs
262,Tata AIG,4.2,2.2k Reviews,10.1k Salaries,https://www.ambitionbox.com/interviews/tata-aig-general-insurance-interviews,50 Jobs
263,EY Global Delivery Services ( EY GDS),3.7,2.2k Reviews,13.1k Salaries,https://www.ambitionbox.com/interviews/eygbs-interviews,-- Jobs
264,IDFC FIRST Bharat,4.6,2.2k Reviews,3.7k Salaries,https://www.ambitionbox.com/interviews/idfc-first-bharat-interviews,2 Jobs
265,Aditya Birla Sun Life Insurance,4.2,2.2k Reviews,7.3k Salaries,https://www.ambitionbox.com/interviews/aditya-birla-sun-life-insurance-interviews,3 Jobs
266,Bajaj Electricals,4.1,2.2k Reviews,7.8k Salaries,https://www.ambitionbox.com/interviews/bajaj-electricals-interviews,31 Jobs
267,Alstom Transportation,3.9,2.2k Reviews,11.2k Salaries,https://www.ambitionbox.com/interviews/alstom-transportation-interviews,119 Jobs
268,Statestreet HCL Services,3.3,2.2k Reviews,17.2k Salaries,https://www.ambitionbox.com/interviews/statestreet-hcl-services-interviews,-- Jobs
269,IGT Solutions,3.4,2.2k Reviews,10.5k Salaries,https://www.ambitionbox.com/interviews/igt-solutions-interviews,149 Jobs
270,Afcons Infrastructure,4.4,2.2k Reviews,7.1k Salaries,https://www.ambitionbox.com/interviews/afcons-infrastructure-interviews,6 Jobs
271,Apollo Tyres,4.1,2.2k Reviews,8.8k Salaries,https://www.ambitionbox.com/interviews/apollo-tyres-interviews,12 Jobs
272,Mankind Pharma,4.1,2.2k Reviews,7.8k Salaries,https://www.ambitionbox.com/interviews/mankind-pharma-interviews,35 Jobs
273,Simplex Infrastructures,3.3,2.1k Reviews,6.6k Salaries,https://www.ambitionbox.com/interviews/simplex-infrastructures-interviews,-- Jobs
274,Domino's Pizza,4.0,2.1k Reviews,4.4k Salaries,https://www.ambitionbox.com/interviews/dominos-pizza-interviews,1 Jobs
275,Suzlon Group,4.2,2.1k Reviews,7.4k Salaries,https://www.ambitionbox.com/interviews/suzlon-group-interviews,14 Jobs
276,Capita,3.8,2.1k Reviews,14.1k Salaries,https://www.ambitionbox.com/interviews/capita-interviews,36 Jobs
277,Zensar Technologies,3.8,2.1k Reviews,25.8k Salaries,https://www.ambitionbox.com/interviews/zensar-technologies-interviews,24 Jobs
278,Flex,4.2,2.1k Reviews,17.9k Salaries,https://www.ambitionbox.com/interviews/flex-interviews,14 Jobs
279,State Street Corporation,3.8,2.1k Reviews,22.1k Salaries,https://www.ambitionbox.com/interviews/state-street-corporation-interviews,37 Jobs
280,Max Healthcare,4.2,2.1k Reviews,8k Salaries,https://www.ambitionbox.com/interviews/max-healthcare-interviews,105 Jobs
281,KocharTech,4.1,2.1k Reviews,3.6k Salaries,https://www.ambitionbox.com/interviews/kochartech-interviews,68 Jobs
282,Huawei Technologies,4.0,2.1k Reviews,11.1k Salaries,https://www.ambitionbox.com/interviews/huawei-technologies-interviews,-- Jobs
283,Bajaj Allianz General Insurance,4.0,2.1k Reviews,8.3k Salaries,https://www.ambitionbox.com/interviews/bajaj-allianz-general-insurance-company-ltd-interviews,25 Jobs
284,Tata Technologies,3.8,2.1k Reviews,19.4k Salaries,https://www.ambitionbox.com/interviews/tata-technologies-interviews,97 Jobs
285,Croma,4.1,2.1k Reviews,6.8k Salaries,https://www.ambitionbox.com/interviews/crom-interviews,22 Jobs
286,I Process Services,3.9,2.1k Reviews,5.1k Salaries,https://www.ambitionbox.com/interviews/i-process-services-interviews,10 Jobs
287,McDonald's,4.2,2.1k Reviews,4.7k Salaries,https://www.ambitionbox.com/interviews/mcdonalds-interviews,2 Jobs
288,Taj Hotels Resorts and Palaces,4.2,2.1k Reviews,5.2k Salaries,https://www.ambitionbox.com/interviews/taj-hotels-resorts-and-palaces-interviews,85 Jobs
289,Grasim Industries,4.1,2.1k Reviews,8.8k Salaries,https://www.ambitionbox.com/interviews/grasim-industries-interviews,17 Jobs
290,HDFC Sales,4.1,2.1k Reviews,7.4k Salaries,https://www.ambitionbox.com/interviews/hdfc-sales-interviews,23 Jobs
291,Nestle,4.2,2k Reviews,8.6k Salaries,https://www.ambitionbox.com/interviews/nestle-interviews,63 Jobs
292,ElasticRun,3.4,2.1k Reviews,5.9k Salaries,https://www.ambitionbox.com/interviews/elasticrun-interviews,10 Jobs
293,UNO Minda,4.1,2k Reviews,8.4k Salaries,https://www.ambitionbox.com/interviews/uno-minda-interviews,11 Jobs
294,Landmark Group,4.0,2k Reviews,8.6k Salaries,https://www.ambitionbox.com/interviews/landmark-group-interviews,37 Jobs
295,Walmart,4.0,2k Reviews,16.3k Salaries,https://www.ambitionbox.com/interviews/walmart-interviews,274 Jobs
296,AGS Health,4.0,2k Reviews,9.4k Salaries,https://www.ambitionbox.com/interviews/ags-health-interviews,18 Jobs
297,Lava International,4.1,2k Reviews,4.7k Salaries,https://www.ambitionbox.com/interviews/lava-international-interviews,2 Jobs
298,Nokia,4.2,2k Reviews,18.4k Salaries,https://www.ambitionbox.com/interviews/nokia-interviews,224 Jobs
299,Blue Dart Express,4.1,2k Reviews,5.9k Salaries,https://www.ambitionbox.com/interviews/blue-dart-express-interviews,-- Jobs
300,Patanjali Ayurved,4.1,2k Reviews,6.8k Salaries,https://www.ambitionbox.com/interviews/patanjali-ayurved-interviews,-- Jobs
301,Tractors and Farm Equipment,4.1,2k Reviews,8.2k Salaries,https://www.ambitionbox.com/interviews/tafe-tractors-and-farm-equipment-interviews,25 Jobs
302,G4S,4.1,2k Reviews,4.6k Salaries,https://www.ambitionbox.com/interviews/g4s-interviews,86 Jobs
303,Fortis Healthcare,4.1,2k Reviews,6.7k Salaries,https://www.ambitionbox.com/interviews/fortis-healthcare-interviews,859 Jobs
304,Capgemini Engineering,3.6,2k Reviews,20k Salaries,https://www.ambitionbox.com/interviews/capgemini-engineering-interviews,96 Jobs
305,Societe Generale,3.9,2k Reviews,19.5k Salaries,https://www.ambitionbox.com/interviews/societe-generale-interviews,94 Jobs
306,State Street Syntel,3.7,2k Reviews,11.2k Salaries,https://www.ambitionbox.com/interviews/state-street-syntel-interviews,-- Jobs
307,BlackBuck,3.9,2k Reviews,5.8k Salaries,https://www.ambitionbox.com/interviews/blackbuck-interviews,41 Jobs
308,TVS Supply Chain Solutions,4.0,2k Reviews,7.9k Salaries,https://www.ambitionbox.com/interviews/tvs-supply-chain-solutions-interviews,12 Jobs
309,Britannia,4.1,2k Reviews,7k Salaries,https://www.ambitionbox.com/interviews/britannia-interviews,11 Jobs
310,Micro Labs,3.7,2k Reviews,8.8k Salaries,https://www.ambitionbox.com/interviews/micro-labs-interviews,9 Jobs
311,Fiserv,3.7,2k Reviews,18k Salaries,https://www.ambitionbox.com/interviews/fiserv-interviews,32 Jobs
312,KFintech,3.7,1.9k Reviews,9.4k Salaries,https://www.ambitionbox.com/interviews/kfintech-interviews,7 Jobs
313,Voltas,4.1,1.9k Reviews,7.6k Salaries,https://www.ambitionbox.com/interviews/voltas-interviews,4 Jobs
314,Sterlite Technologies,3.8,1.9k Reviews,10.2k Salaries,https://www.ambitionbox.com/interviews/sterlite-technologies-interviews,72 Jobs
315,Shree Cement,4.1,1.9k Reviews,8.6k Salaries,https://www.ambitionbox.com/interviews/shree-cement-interviews,-- Jobs
316,Kyndryl,4.1,1.9k Reviews,16.7k Salaries,https://www.ambitionbox.com/interviews/kyndryl-interviews,17 Jobs
317,Exide Industries,3.6,1.9k Reviews,7.1k Salaries,https://www.ambitionbox.com/interviews/exide-industries-interviews,86 Jobs
318,Ola Cabs,3.5,1.9k Reviews,10.9k Salaries,https://www.ambitionbox.com/interviews/ola-cabs-interviews,19 Jobs
319,Yazaki,3.9,1.9k Reviews,7.4k Salaries,https://www.ambitionbox.com/interviews/yazaki-interviews,3 Jobs
320,Radisson Hotels,4.1,1.9k Reviews,5.6k Salaries,https://www.ambitionbox.com/interviews/radisson-hotels-interviews,6 Jobs
321,Dalmia Bharat Cement,4.1,1.9k Reviews,7.6k Salaries,https://www.ambitionbox.com/interviews/dalmia-bharat-cement-limited-interviews,4 Jobs
322,Himalaya Wellness,4.2,1.9k Reviews,5.8k Salaries,https://www.ambitionbox.com/interviews/the-himalaya-drug-company-interviews,13 Jobs
323,Quest Global,3.7,1.9k Reviews,17.5k Salaries,https://www.ambitionbox.com/interviews/quest-global-interviews,156 Jobs
324,Lifestyle,4.4,1.9k Reviews,6.8k Salaries,https://www.ambitionbox.com/interviews/lifestyle-interviews,10 Jobs
325,IKS Health,3.7,1.9k Reviews,8.8k Salaries,https://www.ambitionbox.com/interviews/iks-health-interviews,24 Jobs
326,Eureka Forbes,3.9,1.8k Reviews,5.6k Salaries,https://www.ambitionbox.com/interviews/eureka-forbes-interviews,3 Jobs
327,Ajanta Pharma,4.1,1.8k Reviews,8.1k Salaries,https://www.ambitionbox.com/interviews/ajanta-pharma-interviews,15 Jobs
328,Blue Star,4.1,1.9k Reviews,8.3k Salaries,https://www.ambitionbox.com/interviews/blue-star-interviews,20 Jobs
329,ACT Fibernet,4.1,1.9k Reviews,6.7k Salaries,https://www.ambitionbox.com/interviews/act-fibernet-interviews,35 Jobs
330,Motilal Oswal Financial Services,3.8,1.9k Reviews,9.2k Salaries,https://www.ambitionbox.com/interviews/motilal-oswal-financial-services-interviews,102 Jobs
331,XpressBees,3.8,1.8k Reviews,6.7k Salaries,https://www.ambitionbox.com/interviews/xpressbees-interviews,51 Jobs
332,Aditya Birla Group,4.1,1.8k Reviews,10.2k Salaries,https://www.ambitionbox.com/interviews/aditya-birla-group-interviews,1 Jobs
333,Sonalika Tractors,3.8,1.8k Reviews,7.8k Salaries,https://www.ambitionbox.com/interviews/sonalika-tractors-interviews,13 Jobs
334,Extramarks Education,3.5,1.8k Reviews,8.6k Salaries,https://www.ambitionbox.com/interviews/extramarks-education-pvt-interviews,79 Jobs
335,DS Group,4.1,1.8k Reviews,5.5k Salaries,https://www.ambitionbox.com/interviews/dharampal-satyapal-group-interviews,24 Jobs
336,Nokia Networks,4.3,1.8k Reviews,8.1k Salaries,https://www.ambitionbox.com/interviews/nokia-seimens-network-interviews,41 Jobs
337,Life Insurance Corporation of India,4.4,1.8k Reviews,4.2k Salaries,https://www.ambitionbox.com/interviews/life-insurance-corporation-of-india-interviews,5 Jobs
338,Mahindra Rural Housing Finance,4.1,1.8k Reviews,4.8k Salaries,https://www.ambitionbox.com/interviews/mahindra-rural-housing-finance-interviews,33 Jobs
339,Cholamandalam MS General Insurance,3.9,1.8k Reviews,5.4k Salaries,https://www.ambitionbox.com/interviews/cholamandalam-ms-general-insurance-interviews,1 Jobs
340,Zomato,3.8,1.8k Reviews,11.7k Salaries,https://www.ambitionbox.com/interviews/zomato-interviews,12 Jobs
341,Mahindra Logistics,4.1,1.8k Reviews,7.7k Salaries,https://www.ambitionbox.com/interviews/mahindra-logistic-interviews,69 Jobs
342,Delhi Public School,3.9,1.8k Reviews,5.3k Salaries,https://www.ambitionbox.com/interviews/delhi-public-school-interviews,114 Jobs
343,Indus Towers,4.0,1.8k Reviews,6.9k Salaries,https://www.ambitionbox.com/interviews/indus-towers-interviews,36 Jobs
344,PVR Cinemas,4.1,1.8k Reviews,5.4k Salaries,https://www.ambitionbox.com/interviews/pvr-cinemas-interviews,49 Jobs
345,Future Retail,4.3,1.8k Reviews,6k Salaries,https://www.ambitionbox.com/interviews/future-retail-interviews,-- Jobs
346,JMC Projects,4.2,1.8k Reviews,5.6k Salaries,https://www.ambitionbox.com/interviews/jmc-projects-interviews,1 Jobs
347,Ninjacart,4.1,1.8k Reviews,5.6k Salaries,https://www.ambitionbox.com/interviews/ninjacart-interviews,10 Jobs
348,Emcure Pharmaceuticals,3.8,1.8k Reviews,8.1k Salaries,https://www.ambitionbox.com/interviews/emcure-pharmaceuticals-interviews,51 Jobs
349,Rivigo,3.9,1.8k Reviews,7.1k Salaries,https://www.ambitionbox.com/interviews/rivigo-interviews,2 Jobs
350,SRF,4.3,1.8k Reviews,7.3k Salaries,https://www.ambitionbox.com/interviews/srf-interviews,22 Jobs
351,Myntra,4.0,1.8k Reviews,8.7k Salaries,https://www.ambitionbox.com/interviews/myntra-interviews,11 Jobs
352,V-Mart,4.3,1.8k Reviews,3.9k Salaries,https://www.ambitionbox.com/interviews/v-mart-interviews,36 Jobs
353,Kalpataru Power Transmission,4.2,1.8k Reviews,6.1k Salaries,https://www.ambitionbox.com/interviews/kalpataru-power-transmission-interviews,4 Jobs
354,Parle Agro,4.2,1.8k Reviews,6k Salaries,https://www.ambitionbox.com/interviews/parle-agro-interviews,5 Jobs
355,Datamatics Global Services,3.6,1.8k Reviews,10.9k Salaries,https://www.ambitionbox.com/interviews/datamatics-global-services-interviews,49 Jobs
356,Movate,3.5,1.8k Reviews,12.8k Salaries,https://www.ambitionbox.com/interviews/movate-interviews,57 Jobs
357,Kansai Nerolac Paints,3.9,1.7k Reviews,6.3k Salaries,https://www.ambitionbox.com/interviews/kansai-nerolac-paints-interviews,78 Jobs
358,Renault-Nissan,4.1,1.7k Reviews,8.1k Salaries,https://www.ambitionbox.com/interviews/renault-nissan-interviews,16 Jobs
359,Pfizer,4.1,1.7k Reviews,5.8k Salaries,https://www.ambitionbox.com/interviews/pfizer-interviews,62 Jobs
360,Tata Teleservices,4.1,1.7k Reviews,4.5k Salaries,https://www.ambitionbox.com/interviews/tata-teleservices-interviews,1 Jobs
361,Fujitsu,3.9,1.7k Reviews,14.8k Salaries,https://www.ambitionbox.com/interviews/fujitsu-interviews,222 Jobs
